Code du département	Libellé du département	Code de la commune	Libellé de la commune	Code B.Vote	Inscrits	Abstentions	% Abs/Ins	Votants	% Vot/Ins	Blancs	% Blancs/Ins	% Blancs/Vot	Nuls	% Nuls/Ins	% Nuls/Vot	Exprimés	% Exp/Ins	% Exp/Vot	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp
ZD	La Réunion	411	Saint-Denis	1	385	230	59,74	155	40,26	2	0,52	1,29	2	0,52	1,29	151	39,22	97,42	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	30	7,79	19,87	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	2	0,52	1,32	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	1	0,26	0,66	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	45	11,69	29,8	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	8	2,08	5,3	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	3	0,78	1,99	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	10	2,6	6,62	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	2	0,52	1,32	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	50	12,99	33,11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	2	764	459	60,08	305	39,92	9	1,18	2,95	6	0,79	1,97	290	37,96	95,08	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	49	6,41	16,9	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	17	2,23	5,86	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	3	0,39	1,03	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	93	12,17	32,07	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	11	1,44	3,79	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	3	0,39	1,03	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	20	2,62	6,9	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	6	0,79	2,07	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	88	11,52	30,34																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	3	961	551	57,34	410	42,66	9	0,94	2,2	8	0,83	1,95	393	40,89	95,85	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	97	10,09	24,68	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	10	1,04	2,54	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	2	0,21	0,51	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	128	13,32	32,57	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	24	2,5	6,11	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	8	0,83	2,04	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	22	2,29	5,6	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	8	0,83	2,04	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	94	9,78	23,92																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	4	964	511	53,01	453	46,99	7	0,73	1,55	6	0,62	1,32	440	45,64	97,13	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	119	12,34	27,05	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	1	0,1	0,23	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	4	0,41	0,91	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	139	14,42	31,59	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	37	3,84	8,41	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	2	0,21	0,45	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	28	2,9	6,36	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	5	0,52	1,14	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	105	10,89	23,86																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	5	530	289	54,53	241	45,47	8	1,51	3,32	3	0,57	1,24	230	43,4	95,44	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	39	7,36	16,96	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	4	0,75	1,74	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	1	0,19	0,43	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	85	16,04	36,96	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	23	4,34	10	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	5	0,94	2,17	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	20	3,77	8,7	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	1	0,19	0,43	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	52	9,81	22,61																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	6	1110	566	50,99	544	49,01	5	0,45	0,92	8	0,72	1,47	531	47,84	97,61	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	150	13,51	28,25	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	7	0,63	1,32	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	2	0,18	0,38	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	3	0,27	0,56	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	132	11,89	24,86	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	27	2,43	5,08	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	4	0,36	0,75	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	30	2,7	5,65	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	6	0,54	1,13	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	170	15,32	32,02																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	7	594	370	62,29	224	37,71	3	0,51	1,34	2	0,34	0,89	219	36,87	97,77	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	40	6,73	18,26	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	0	0	0	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	0	0	0	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	67	11,28	30,59	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	11	1,85	5,02	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	6	1,01	2,74	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	8	1,35	3,65	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	3	0,51	1,37	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	84	14,14	38,36																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	8	736	468	63,59	268	36,41	5	0,68	1,87	2	0,27	0,75	261	35,46	97,39	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	51	6,93	19,54	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	6	0,82	2,3	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	1	0,14	0,38	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	1	0,14	0,38	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	58	7,88	22,22	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	11	1,49	4,21	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	7	0,95	2,68	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	13	1,77	4,98	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	6	0,82	2,3	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	107	14,54	41																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	9	658	384	58,36	274	41,64	3	0,46	1,09	8	1,22	2,92	263	39,97	95,99	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	48	7,29	18,25	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	4	0,61	1,52	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	4	0,61	1,52	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	53	8,05	20,15	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	9	1,37	3,42	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	11	1,67	4,18	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	10	1,52	3,8	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	5	0,76	1,9	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	119	18,09	45,25																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	10	870	533	61,26	337	38,74	4	0,46	1,19	2	0,23	0,59	331	38,05	98,22	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	60	6,9	18,13	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	5	0,57	1,51	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	1	0,11	0,3	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	2	0,23	0,6	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	75	8,62	22,66	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	20	2,3	6,04	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	6	0,69	1,81	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	18	2,07	5,44	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	3	0,34	0,91	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	141	16,21	42,6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	11	777	448	57,66	329	42,34	8	1,03	2,43	8	1,03	2,43	313	40,28	95,14	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	66	8,49	21,09	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	15	1,93	4,79	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	4	0,51	1,28	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	1	0,13	0,32	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	90	11,58	28,75	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	11	1,42	3,51	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	7	0,9	2,24	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	24	3,09	7,67	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	14	1,8	4,47	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	81	10,42	25,88																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	12	890	553	62,13	337	37,87	4	0,45	1,19	3	0,34	0,89	330	37,08	97,92	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	50	5,62	15,15	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	10	1,12	3,03	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	0	0	0	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	74	8,31	22,42	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	8	0,9	2,42	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	5	0,56	1,52	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	25	2,81	7,58	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	14	1,57	4,24	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	144	16,18	43,64																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	13	769	451	58,65	318	41,35	18	2,34	5,66	3	0,39	0,94	297	38,62	93,4	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	59	7,67	19,87	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	9	1,17	3,03	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	1	0,13	0,34	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	1	0,13	0,34	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	86	11,18	28,96	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	12	1,56	4,04	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	7	0,91	2,36	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	25	3,25	8,42	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	7	0,91	2,36	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	90	11,7	30,3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	14	630	388	61,59	242	38,41	2	0,32	0,83	2	0,32	0,83	238	37,78	98,35	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	26	4,13	10,92	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	8	1,27	3,36	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	0	0	0	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	99	15,71	41,6	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	4	0,63	1,68	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	6	0,95	2,52	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	15	2,38	6,3	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	4	0,63	1,68	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	76	12,06	31,93																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	15	763	427	55,96	336	44,04	7	0,92	2,08	4	0,52	1,19	325	42,6	96,73	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	60	7,86	18,46	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	11	1,44	3,38	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	3	0,39	0,92	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	79	10,35	24,31	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	11	1,44	3,38	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	4	0,52	1,23	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	26	3,41	8	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	9	1,18	2,77	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	122	15,99	37,54																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	16	860	509	59,19	351	40,81	9	1,05	2,56	6	0,7	1,71	336	39,07	95,73	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	77	8,95	22,92	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	4	0,47	1,19	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	0	0	0	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	0	0	0	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	78	9,07	23,21	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	8	0,93	2,38	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	12	1,4	3,57	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	13	1,51	3,87	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	3	0,35	0,89	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	141	16,4	41,96																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
ZD	La Réunion	411	Saint-Denis	17	1083	653	60,3	430	39,7	8	0,74	1,86	6	0,55	1,4	416	38,41	96,74	1	LDVC	F	DINDAR	Nassimah	SAINT-DENIS EN L'AIR	92	8,49	22,12	2	LECO	F	DUCHEMANN	Yvette	GENERATION ECOLOGIE	9	0,83	2,16	3	LDVG	M	MASSAIN	Rémy	TOUS ENSEMBLE POUR SAINT DENIS	3	0,28	0,72	4	LDVC	M	BEEHARRY	Eric	ENSEMBLE POUR UN NOUVEAU SAINT-DENIS	2	0,18	0,48	5	LDVD	M	ROBERT	Didier	SAINT-DENIS C'EST LE MOMENT	97	8,96	23,32	6	LDVC	M	ARMAND	Alain	CHANGER SAINT-DENIS ENSEMBLE	9	0,83	2,16	7	LRN	M	WELMANT	Sonny	SOYONS LES FORCES DU CHANGEMENT	13	1,2	3,13	8	LDIV	F	PAYET	Vanessa	OSONS ENSEMBLE	24	2,22	5,77	9	LGJ	F	ONESIO	Magaly	ASTÈR LO PÉP !	5	0,46	1,2	10	LUG	F	BAREIGTS	Ericka	SAINT-DENIS POUR TOUS	162	14,96	38,94																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
