Code du département	Libellé du département	Code de la commune	Libellé de la commune	Code B.Vote	Inscrits	Abstentions	% Abs/Ins	Votants	% Vot/Ins	Blancs	% Blancs/Ins	% Blancs/Vot	Nuls	% Nuls/Ins	% Nuls/Vot	Exprimés	% Exp/Ins	% Exp/Vot	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp
ZD	La Réunion	416	Saint-Pierre	71	614	274	44,63	340	55,37	3	0,49	0,88	13	2,12	3,82	324	52,77	95,29	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	11	1,79	3,4	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	19	3,09	5,86	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	15	2,44	4,63	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	93	15,15	28,7	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	1	0,16	0,31	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	11	1,79	3,4	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	6	0,98	1,85	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	168	27,36	51,85																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	72	844	414	49,05	430	50,95	12	1,42	2,79	21	2,49	4,88	397	47,04	92,33	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	10	1,18	2,52	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	20	2,37	5,04	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	43	5,09	10,83	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	110	13,03	27,71	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	6	0,71	1,51	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	24	2,84	6,05	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	11	1,3	2,77	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	173	20,5	43,58																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	73	950	496	52,21	454	47,79	6	0,63	1,32	9	0,95	1,98	439	46,21	96,7	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	14	1,47	3,19	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	4	0,42	0,91	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	41	4,32	9,34	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	61	6,42	13,9	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	22	2,32	5,01	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	32	3,37	7,29	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	12	1,26	2,73	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	253	26,63	57,63																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	74	909	451	49,61	458	50,39	7	0,77	1,53	9	0,99	1,97	442	48,62	96,51	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	14	1,54	3,17	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	0	0	0	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	47	5,17	10,63	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	61	6,71	13,8	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	2	0,22	0,45	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	33	3,63	7,47	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	16	1,76	3,62	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	269	29,59	60,86																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	75	638	269	42,16	369	57,84	10	1,57	2,71	12	1,88	3,25	347	54,39	94,04	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	2	0,31	0,58	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	6	0,94	1,73	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	18	2,82	5,19	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	102	15,99	29,39	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	6	0,94	1,73	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	2	0,31	0,58	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	7	1,1	2,02	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	204	31,97	58,79																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	76	657	353	53,73	304	46,27	8	1,22	2,63	13	1,98	4,28	283	43,07	93,09	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	4	0,61	1,41	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	1	0,15	0,35	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	13	1,98	4,59	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	79	12,02	27,92	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	3	0,46	1,06	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	8	1,22	2,83	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	1	0,15	0,35	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	174	26,48	61,48																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	77	548	266	48,54	282	51,46	7	1,28	2,48	11	2,01	3,9	264	48,18	93,62	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	7	1,28	2,65	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	2	0,36	0,76	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	9	1,64	3,41	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	50	9,12	18,94	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	3	0,55	1,14	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	13	2,37	4,92	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	1	0,18	0,38	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	179	32,66	67,8																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	78	832	358	43,03	474	56,97	9	1,08	1,9	13	1,56	2,74	452	54,33	95,36	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	4	0,48	0,88	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	3	0,36	0,66	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	12	1,44	2,65	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	152	18,27	33,63	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	5	0,6	1,11	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	11	1,32	2,43	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	4	0,48	0,88	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	261	31,37	57,74																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	79	469	267	56,93	202	43,07	5	1,07	2,48	8	1,71	3,96	189	40,3	93,56	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	3	0,64	1,59	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	6	1,28	3,17	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	11	2,35	5,82	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	37	7,89	19,58	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	4	0,85	2,12	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	16	3,41	8,47	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	2	0,43	1,06	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	110	23,45	58,2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	80	523	263	50,29	260	49,71	6	1,15	2,31	9	1,72	3,46	245	46,85	94,23	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	8	1,53	3,27	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	1	0,19	0,41	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	52	9,94	21,22	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	58	11,09	23,67	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	2	0,38	0,82	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	15	2,87	6,12	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	2	0,38	0,82	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	107	20,46	43,67																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	81	535	262	48,97	273	51,03	2	0,37	0,73	5	0,93	1,83	266	49,72	97,44	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	3	0,56	1,13	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	5	0,93	1,88	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	21	3,93	7,89	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	53	9,91	19,92	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	1	0,19	0,38	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	10	1,87	3,76	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	1	0,19	0,38	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	172	32,15	64,66																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	82	706	259	36,69	447	63,31	1	0,14	0,22	10	1,42	2,24	436	61,76	97,54	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	5	0,71	1,15	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	1	0,14	0,23	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	35	4,96	8,03	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	164	23,23	37,61	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	6	0,85	1,38	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	13	1,84	2,98	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	6	0,85	1,38	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	206	29,18	47,25																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	83	816	278	34,07	538	65,93	4	0,49	0,74	26	3,19	4,83	508	62,25	94,42	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	7	0,86	1,38	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	12	1,47	2,36	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	32	3,92	6,3	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	122	14,95	24,02	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	0	0	0	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	29	3,55	5,71	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	0	0	0	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	306	37,5	60,24																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	84	758	353	46,57	405	53,43	19	2,51	4,69	8	1,06	1,98	378	49,87	93,33	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	11	1,45	2,91	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	2	0,26	0,53	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	38	5,01	10,05	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	60	7,92	15,87	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	4	0,53	1,06	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	32	4,22	8,47	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	7	0,92	1,85	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	224	29,55	59,26																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	85	656	268	40,85	388	59,15	12	1,83	3,09	13	1,98	3,35	363	55,34	93,56	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	12	1,83	3,31	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	2	0,3	0,55	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	11	1,68	3,03	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	86	13,11	23,69	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	0	0	0	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	9	1,37	2,48	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	4	0,61	1,1	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	239	36,43	65,84																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	86	428	211	49,3	217	50,7	4	0,93	1,84	7	1,64	3,23	206	48,13	94,93	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	6	1,4	2,91	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	0	0	0	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	24	5,61	11,65	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	31	7,24	15,05	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	0	0	0	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	16	3,74	7,77	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	4	0,93	1,94	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	125	29,21	60,68																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	87	784	411	52,42	373	47,58	5	0,64	1,34	6	0,77	1,61	362	46,17	97,05	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	6	0,77	1,66	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	4	0,51	1,1	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	50	6,38	13,81	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	43	5,48	11,88	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	3	0,38	0,83	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	22	2,81	6,08	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	8	1,02	2,21	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	226	28,83	62,43																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	416	Saint-Pierre	88	509	244	47,94	265	52,06	7	1,38	2,64	12	2,36	4,53	246	48,33	92,83	1	LDIV	M	MOUTOUSSAMY	Jean Max	LE CHANGEMENT	5	0,98	2,03	2	LDVG	M	VIMBAYE	Raymond	UNE NOUVELLE ALLIANCE DES SAINT-PIERROIS POUR UNE VIE MEILLEURE	3	0,59	1,22	3	LUG	F	GOBALOU ERAMBRANPOULLÉ	Virginie	ENSEMBLE POUR SAINT-PIERRE	13	2,55	5,28	4	LDVC	M	ANDA	Jean Gaël	POUR VOUS ET AVEC VOUS, JEAN GAEL ANDA	54	10,61	21,95	5	LDVG	M	SARPEDON	Jean François	POUR UNE POLITIQUE HUMAINE ET DE PROXIMITÉ	1	0,2	0,41	6	LECO	M	DOULOUMA	Emmanuel	SAINT-PIERRE POUR TOUS, SAINT-PIERRE PLUS VERTE	7	1,38	2,85	7	LDVC	M	MOULLAN	Imrhane	AGIR POUR SAINT-PIERRE	7	1,38	2,85	8	LLR	M	FONTAINE	Michel	GARDONS LE CAP	156	30,65	63,41																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
